Key	English(en)	DE	ES	FR	IT	NL	PT																		Last Edited
ho_06/t_trivia1	According to Mastercard’s 2016 report, Paris is the 3rd most visited city in the world, behind London and Bangkok. In that year, Paris made 12.88 billion dollars from international tourism.	Einem Bericht von Mastercard aus dem Jahr 2016 zufolge liegt Paris auf dem dritten Platz der meistbesuchten Städte weltweit, nach London und Bangkok. Im gleichen Jahr machte Paris Einnahmen in Höhe von 12,88 Milliarden US-Dollar dank des internationalen Tourismus.	Según un informe de Mastercard de 2016, París es la tercera ciudad más visitada del mundo, por detrás de Londres y Bangkok. Ese año, París ingresó 12,88 mil millones de dólares del turismo internacional.	D’après un rapport établi par la société Mastercard en 2016, Paris était la 3e ville lap lus visitée du monde, après Londres et Bangkok. Cette année-là, le tourisme international à Paris a généré plus de 13 milliards de dollars de chiffres d’affaires.	Secondo un rapporto di Mastercard nel 2016, Parigi è la terza città al mondo tra quelle più visitate, dopo Londra e Bangkok. In quell'anno Parigi registrò 12,88 miliardi di dollari dovuti al turismo internazionale.	Volgens een rapport van Mastercard over 2016 is Parijs de op twee na drukst bezochte stad ter wereld, na Londen en Bangkok. In dat jaar verdiende Parijs maar liefst 12,88 miljard dollar aan internationaal toerisme.	Conforme um relatório da Mastercard de 2016, Paris foi a 3ª cidade mais visitada do mundo daquele ano, ficando atrás apenas de Londres e Bangkok. A capital francesa faturou 12,88 bilhões de dólares com o turismo internacional. 																		1632380463105
ho_06/t_trivia2	The first-ever photograph containing a person was shot in Paris. The photo was taken by Louis Daguerre, and it contained a man getting his shoes shined along the Boulevard du Temple.	In Paris wurde die erste Fotografie aufgenommen, die eine Person zeigte. Die Aufnahme wurde von Louis Daguerre gemacht und zeigte einen Mann, der sich auf dem Boulevard du Temple die Schuhe putzen ließ.	La primera fotografía de la historia con una persona se tomó en París. La foto la hizo Louis Daguerre, y mostraba a un hombre abrillantándose los zapatos en el Boulevard du Temple.	La première photographie d’une personne a été réalisée à paris. Le cliché a été pris par Louis Daguerre, et il faisait apparaître un homme en train de faire cirer ses chaussures, boulevard du Temple.	La primissima fotografia che ritraeva una persona è stata scattata a Parigi, da parte di Louis Daguerre. In quell'immagine c'era un uomo che si stava facendo lustrare le scarpe in Boulevard du Temple.	De allereerste foto van een persoon werd genomen in Parijs, door Louis Daguerre. Er staat een man op die zijn schoenen liet poetsen aan de Boulevard du Temple.	A primeira fotografia com uma pessoa foi tirada em Paris por Louis Daguerre. É a foto de um homem engraxando os sapatos no Boulevard du Temple.																		1632380463105
ho_06/t_trivia3	Paris is called “The City of Light,” either because of Paris’ role in the Age of Enlightenment, or because Paris was the first major city in Europe to install street-lighting.	Paris wird die "Stadt der Lichter" genannt, womöglich wegen der Rolle, die die Stadt im Zeitalter der Aufklärung spielte, oder weil Paris die erste europäische Großstadt war, die Straßenbeleuchtung erhielt.	París es conocida como «La ciudad de la luz», ya sea por el papel de París en la Ilustración o porque París fue la primera gran ciudad de Europa en instalar alumbrado público.	Il existe deux possibilités au surnom de « ville lumière » pour la ville de Paris : soit à cause de son rôle important qu’elle a joué lors du siècle des Lumières, soit parce que ce fut la première ville à se doter de l’éclairage public.	Parigi è chiamata anche "Città delle Luci" o per il suo ruolo durante l'Illuminismo o perché fu la prima capitale europea a installare un sistema di illuminazione stradale.	Parijs wordt ook wel de ‘Lichtstad’ genoemd, deels vanwege de rol van Parijs tijdens de Verlichting en deels omdat Parijs de eerste grote stad van Europa was om straatverlichting te plaatsen.	Paris é chamada de "A Cidade Luz" devido à sua importância na Era do Iluminismo e por ser a primeira grande cidade da Europa a instalar a iluminação de rua.																		1632380463105
ho_06/t_trivia4	The most visited monument in Paris is not the Eiffel Tower. The Eiffel Tower is actually the 4th most visited monument, after The Louvre, the Sacré-Cœur Basilica, and the Notre-Dame.	Das meistbesuchte Monument in Paris ist nicht der Eiffelturm. Der Eiffelturm liegt auf dem vierten Platz der Monumente mit den meisten Besuchern, nach dem Louvre, der Basilika Sacré-Cœur und Notre Dame.	El monumento más visitado de París no es la Torre Eiffel. En realidad, la Torre Eiffel, es el cuarto monumento más visitado, por detrás del Louvre, de la Basílica del Sagrado Corazón y de Notre-Dame.	Le monument le plus visité de Paris n’est pas la tour Eiffel, qui n’est qu’à la 4e place du classement, après le Louvre, la basilique du Sacré-Cœur et Notre-Dame.	Il monumento più visitato di Parigi non è la Torre Eiffel, la quale è al quarto posto della classifica. Prima di lei ci sono il Museo del Louvre, la Basilica del Sacro Cuore e Notre-Dame.	Het best bezochte monument van Parijs is niet de Eiffeltoren: de Eiffeltoren staat zelfs op de vierde plek, direct na het Louvre, de Basilique du Sacré-Cœur en de Notre-Dame.	O monumento mais visitado em Paris não é a Torre Eiffel, que fica em 4º lugar, logo atrás do Louvre, a Basílica Sacré-Cœur e Notre-Dame.																		1632380463105
ho_06/t_trivia5	There are eight replicas of the Statue of Liberty in Paris. One of these replicas faces the Statue of Liberty in New York, as a symbol of the friendship between France and the USA.	In Paris befinden sich acht Kopien der Freiheitsstatue. Eine dieser Statuen sieht in die Richtung, in der die New Yorker Freiheitsstatue steht – als Symbol der Freundschaft, die Frankreich und die Vereinigten Staaten verbindet.	En París hay ocho réplicas de la Estatua de la Libertad. Una de estas réplicas mira hacia la Estatua de la Libertad de Nueva York, como símbolo de la amistad entre Francia y EE. UU.	Il existe huit répliques de la Statue de la Liberté à Paris. L’une d’elles fait face à la Statue de la Liberté se trouvant à New York, en symbole de l’amitié entre la France et les États-Unis.	Esistono otto riproduzioni della Statua della Libertà a Parigi. Una di queste è rivolta ad ovest, verso l'originale nel porto di New York, come simbolo dell'amicizia tra la Francia e gli Stati Uniti..	Er staan acht replica’s van het Vrijheidsbeeld in Parijs. Een van deze replica’s kijkt in de richting van het Vrijheidsbeeld in New York, als symbool van de vriendschap tussen Frankrijk en de VS.	Há oito réplicas da Estátua da Liberdade em Paris. Uma delas fica virada para a Estátua da Liberdade de Nova York, como símbolo da amizade entre França e EUA.																		1632380463105
ho_07/t_trivia1	The Paris region is the most active water-transport area in all of France. Most of the cargo is handled by The Autonomous Ports of Paris in several facilities located around the city.	Der Großraum Paris ist die Nummer eins, was aktiven Wassertransport in ganz Frankreich angeht. Der Großteil der Fracht wird vom "Porte autonome de Paris" umgeschlagen, einer Anstalt des öffentlichen Rechts, die in der Stadt über mehrere Hafenanlagen verfügt.	La región de París es la zona más activa de transporte de agua de toda Francia. La mayoría del transporte lo realizan los Puertos autónomos de París en sus distintas instalaciones por toda la ciudad.	La région parisienne est l’une des zones de transport maritime les plus actives de France. La plupart des cargaisons sont gérées par les Ports autonomes de Paris, dans plusieurs hangars aux alentours de la ville.	La regione di Parigi è l'area dove il trasporto su acqua è il più attivo di tutta Francia. Gran parte delle merci è gestita dalla Port autonome de Paris, ente pubblico che dispone di varie strutture in giro per la città.	De regio Parijs is de actiefste regio in transport over water in heel Frankrijk. Het meeste vervoer wordt uitgevoerd door de Autonome Haven van Parijs, vanuit meerdere faciliteiten in de hele stad.	A região de Paris é a área de transporte fluvial mais ativa de toda a França. A maior parte da carga é manipulada por Portos Autônomos de Paris em várias instalações espalhadas pela cidade. 																		1632380463105
ho_07/t_trivia2	There is a group in Paris called Les UX that breaks into historical sites and monuments to restore them. Les UX also built a cinema in the Paris Catacombs.	Die Pariser Vereinigung "les UX" bricht in historische Stätten und Monumente ein, um sie zu restaurieren. In den Katakomben von Paris hat "les UX" zudem ein Kino gebaut.	En París hay un grupo llamado Les UX que se cuela en lugares y monumentos históricos para restaurarlos. Les UX también construyeron un cine en las Catacumbas de París.	À Paris, il existe un groupe appelé les UX. Les membres de ce groupe pénètrent illégalement dans des sites et monuments historiques pour les restaurer. Ils ont également conçu un cinéma dans les Catacombes.	A Parigi esiste un gruppo che si chiama Le UX e che si intrufola nei siti e nei monumenti storici per restaurarli. Les UX ha persino costruito un cinema nella catacombe di Parigi.	Er is een groepering in Parijs die zich Les UX noemt en inbreekt op historische locaties en monumenten om ze te herstellen. Zo heeft Les UX een bioscoop gebouwd in de catacomben van Parijs.	Em Paris há um grupo conhecido como Les UX que invade locais e monumentos históricos para restaurá-los, além de também ter construído um cinema nas Catacumbas de Paris.																		1632380463105
ho_07/t_trivia3	The urban explorers of the Paris Catacombs are known as “cataphiles.” However, only around two miles of the 310-mile-long Paris Catacombs are open to the public.	Die sogenannten Urban Explorer der Katakomben von Paris werden "Cataphiles" genannt. Allerdings sind nur etwa zwei Kilometer der Katakomben, einem Stollennetz von ungefähr 300 km Länge, der Öffentlichkeit zugänglich.	Los exploradores urbanos de las Catacumbas de París son conocidos como «catáfilos». Sin embargo, solo alrededor de dos millas de las 310 millas de las Catacumbas de París están abiertas al público.	Les explorateurs urbains des Catacombes de Paris sont connus sous le nom de « cataphiles ». Toutefois, seule une portion de 3 kilomètres est ouverte au public, alors que le réseau mesure plus de 250 kilomètres.	Gli esploratori urbani delle catacombe di Parigi sono noti col nome di "catafili". Tuttavia, solo circa tre chilometri delle catacombe, lunghe quasi 500 chilometri, sono aperti al pubblico.	De verkenners van de catacomben van Parijs worden ook wel ‘catafielen’ genoemd. Nog geen drieënhalve kilometer van de vijfhonderd kilometer van de Parijse catacomben is opengesteld voor publiek.	Os exploradores urbanos das Catacumbas de Paris são conhecidos como "cataphiles". Porém, apenas 3,2 dos 499 quilômetros de extensão estão abertos ao público.																		1632380463105
ho_07/t_trivia4	In 2005, the Paris municipal government passed a resolution banning Tom Cruise from ever becoming an honorary Parisian citizen. This was because of Tom Cruise’s ties to Scientology.	Im Jahr 2005 fasste die Pariser Stadtregierung einen Beschluss, der verhindert, dass Tom Cruise zu einem Ehrenbürger der Stadt Paris ernannt werden kann. Der Grund hierfür war Cruises Mitgliedschaft bei Scientology.	En 2005, el gobierno municipal de París aprobó una resolución que prohibía que Tom Cruise fuera nombrado ciudadano honorario de la ciudad. La causa son los vínculos de Tom Cruise con la cienciología.	En 2005, la mairie de Paris a présenté un décret expliquant que Tom Cruise ne sera jamais citoyen d’honneur de la ville, en raison de ses liens étroits avec la Scientologie.	Nel 2005 l'amministrazione cittadina di Parigi ha votato una risoluzione in cui si vieta in modo assoluto la cittadinanza onoraria a Tom Cruise, questo per i suoi legami con Scientology.	In 2005 nam de gemeente van Parijs een resolutie aan die bepaalde dat Tom Cruise nooit een eervolle bewoner van Parijs mocht worden vanwege zijn banden met Scientology.	Em 2005, o governo municipal de Paris aprovou uma lei proibindo que Tom Cruise se tornasse cidadão parisiense honorário devido à sua ligação com a Cientologia.																		1632380463105
ho_07/t_trivia5	Bathing in the River Seine was only officially banned in 1923 due to health and safety concerns. The river is undergoing a cleanup, and is estimated to be clean enough to swim in by 2024.	Im Jahr 1923 wurde das Baden in der Seine aufgrund gesundheitlicher Bedenken offiziell verboten. Der Fluss wird momentan gereinigt und Schätzungen zufolge im Jahr 2024 sauber genug sein, um in ihm zu schwimmen.	El baño en el río Sena solo estuvo oficialmente prohibido en 1923 por motivos de salud y seguridad. Ahora mismo, el río está en plenas tareas de limpieza, y se espera que en 2024 esté lo suficientemente limpio como para nadar.	Se baigner dans la Seine a été officiellement interdit en 1923, pour des raisons de santé et de sécurité. Le fleuve est en cours de nettoyage et on estime qu’on pourra à nouveau y nager dès 2024.	Fare il bagno nella Senna fu vietato ufficialmente nel 1923 per problemi sanitari e di sicurezza. Il fiume è al momento sottoposto a operazioni di pulizia e dovrebbe tornare pulito per la balneazione entro il 2024.	Zwemmen in de rivier de Seine werd in 1923 officieel verboden om gezondheids- en veiligheidsredenen. De rivier wordt gezuiverd en zou in 2024 weer schoon genoeg moeten zijn om in te kunnen zwemmen.	A proibição para nadar no rio Sena somente foi oficializada em 1923 por motivos de saúde e segurança. O rio passa por um processo de limpeza, e estima-se de que só em 2024 estará totalmente limpo e liberado para natação.																		1632380463105
ho_08/t_trivia1	Although the Canal St. Martin is now only used for cruises, it was once used to supply fresh water, grain, building materials, and other goods throughout Paris.	Obwohl der Canal Saint-Martin heutzutage nur für Kreuzfahrten genutzt wird, diente er einst in ganz Paris zur Versorgung mit Frischwasser, Getreide, Baumaterialien und anderen Gütern.	Aunque el Canal Saint-Martin actualmente solo lo se utiliza para travesías, en su día fue utilizado para suministrar agua potable, grano, materiales de construcción y otros bienes a todo París.	Même si le canal Saint-Martin est aujourd’hui uniquement destiné aux croisières, il permettait autrefois de transporter dans la ville de l’eau potable, des céréales, des matériaux de construction et bien d’autres denrées.	Sebbene il Canale St. Martin venga ormai utilizzato solo per le crociere, una volta serviva all'approvvigionamento di acqua potabile, cereali, materiali per l'edilizia e altri beni destinati alla città.	Hoewel het Canal Saint-Martin nu alleen wordt gebruikt voor cruises, werd het ooit gebruikt voor de toevoer van zoetwater, granen, bouwmaterialen en andere goederen naar Parijs.	Embora o Canal St. Martin seja usado atualmente só para passeios turísticos, já foi usado para fornecer água potável, grãos, materiais de construção e outros bens por toda Paris. 																		1632380463105
ho_08/t_trivia2	The Canal St. Martin’s construction was commissioned by Napoleon himself. In order to fund the canal’s construction, a new tax on wine was imposed.	Der Bau des Canal Saint-Martins wurde von Napoleon höchstpersönlich autorisiert. Um den Bau des Kanals zu finanzieren, wurde eine neue Steuer auf Wein erhoben.	La construcción del Canal Saint-Martin fue encargada por el mismísimo Napoleón. Para poder financiar la construcción del canal, se estableció un nuevo impuesto sobre el vino.	La construction du canal Saint-martin a été commandée par Napoléon. Et pour financer la construction du canal, un nouvel impôt sur le vin a été instauré.	La costruzione del Canale St. Martin venne commissionata dallo stesso Napoleone. Per finanziarla venne introdotta una nuova tassa sul vino.	De aanleg van het Canal Saint-Martin was in opdracht van niemand minder dan Napoleon. Om de aanleg van het kanaal te financieren werd er een nieuwe belasting op wijn in het leven geroepen.	A construção do Canal St. Martin foi encomendada por Napoleão, que instituiu um novo imposto sobre o vinho para poder financiar a construção do canal.																		1632380463105
ho_08/t_trivia3	There is a subterranean lake located beneath Paris’ Opéra Garnier. This lake is the inspiration for the Phantom’s secret lair in the Phantom of the Opera.	Unter der Pariser Opéra Garnier befindet sich ein unterirdischer See. Dieser See diente als Inspiration für das geheime Versteck des Phantoms aus "Das Phantom der Oper".	Debajo de la Ópera Garnier de París hay un lago subterráneo. Este lago fue la inspiración para la guarida secreta del fantasma del Fantasma de la Ópera.	Il existe un lac souterrain situé sous l’Opéra Garnier. Ce lac a notamment inspiré Gaston Leroux, qui décida d’en faire l’antre secrète du fantôme dans le Fantôme de l’Opéra.	Esiste un lago sotterraneo situato al di sotto dell'Opéra Garnier di Parigi. Questo lago ha ispirato il covo segreto del protagonista de Il fantasma dell'Opera.	Er ligt een ondergronds meer onder de Opéra Garnier van Parijs. Dit meer was de inspiratie voor de geheime verblijfplaats van de Phantom in de musical Phantom of the Opera.	Embaixo da Opéra Garnier de Paris há um lago subterrâneo que serviu de inspiração para o covil secreto do Fantasma da Ópera.																		1632380463105
ho_08/t_trivia4	The city motto of Paris is “Fluctuat nec mergitur,” which means “she is tossed by the waves, but does not sink.” This motto was adopted in 1853, and now appears on Paris’ coat of arms.	Das Stadtmotto von Paris lautet "Fluctuat nec mergitur", was so viel bedeutet wie: Sie wird von Wellen hin- und hergeschleudert, geht aber nicht unter. Das Motto wurde 1853 adoptiert und ist nun Teil des Pariser Wappens.	El lema de la ciudad de París es «Fluctuat nec mergitur», que significa «es batida por las olas, pero no hundida». Este lema se adoptó en 1853, y ahora aparece en el escudo de armas de París.	La devise de Paris est « Fluctuat nec mergitur », ce qui signifie « Il est battu par les flots, mais ne coule pas ». Cette devise a été adoptée en 1853 et apparaît aujourd’hui sur les armoiries officielles de la ville.	Il motto di Parigi è "Fluctuat nec mergitur", ovvero "È sbattuta dalle onde ma non affonda". Fu adottato nel 1853 e ora appare sull'emblema della città.	Het motto van Parijs luidt ‘Fluctuat nec mergitur’, wat ‘het schommelt op de golven, maar gaat niet onder’ betekent. Dit motto werd aangenomen in 1853 en staat nu op het wapen van Parijs.	O lema da cidade de Paris é "Fluctuat nec mergitur", que significa "sacudida pelas ondas, mas não afunda", que foi adotado em 1853 e faz parte do brasão de Paris.																		1632380463105
ho_08/t_trivia5	It takes exactly 1665 steps to climb from the bottom to the top of the Eiffel Tower. There is an elevator, but the lift cables were cut during World War II to prevent Hitler from reaching the top.	Genau 1665 Stufen führen vom Boden bis zur Spitze des Eiffelturms. Es gibt insgesamt neun Aufzüge im Eiffelturm, die mit einer Geschwindigkeit von zwei Metern pro Sekunde die Touristen in luftige Höhen befördern.	Desde la base hasta lo alto de la Torre Eiffel hay exactamente 1665 escalones. También hay un ascensor, pero durante la Segunda Guerra Mundial se cortaron los cables para evitar que Hitler llegara a la cima.	Pour grimper en haut de la tour Eiffel, vous devrez monter 1 665 marches. Il y a un ascenseur, mais les câbles ont été coupés lors de la Seconde Guerre mondiale pour empêcher Hitler d’accéder au sommet.	Ci vogliono esattamente 1665 gradini per salire fino in cima alla Torre Eiffel. Ci sono gli ascensori, certo, ma durante la seconda Guerra Mondiale ne erano stati tagliati i cavi per impedire a Hitler di raggiungere la cima.	Het is precies 1665 stappen van de grond naar de top van de Eiffeltoren. Er is ook een lift aanwezig, maar tijdens de Tweede Wereldoorlog werden de liftkabels doorgesneden om te voorkomen dat Hitler naar de top zou gaan.	É necessário subir exatamente 1665 degraus para ir da base ao topo da Torre Eiffel. Há um elevador, mas os cabos foram cortados durante a Segunda Guerra Mundial para evitar que Hitler chegasse no alto da torre.																		1632380463105
ho_09/t_trivia1	During the 18th century, potatoes were made illegal in Paris for a period of roughly 40 years, because the French parliament mistakenly believed that potatoes spread leprosy.	Im 18. Jahrhundert waren Kartoffeln in Paris etwa vierzig Jahre lang illegal, da das französische Parlament fälschlicherweise glaubte, dass Lepra mit Kartoffeln übertragen wurde.	En el siglo XVIII, las patatas fueron ilegales en París durante un periodo de unos 40 años. El motivo fue que el parlamento francés creyó por error que las patatas propagaban la lepra.	Au cours du 18e siècle, la pomme de terre a été rendue illégale à Paris pendant environ 40 ans, car le parlement français a cru à tort que ce tubercule était responsable de la lèpre.	Durante il XVIII secolo le patate erano diventate illegali a Parigi e per un periodo di circa 4o anni perché il parlamento francese credeva erroneamente che le patate trasmettessero la lebbra.	In de achttiende eeuw waren aardappelen veertig jaar lang verboden in Parijs omdat het parlement van Frankrijk ten onrechte dacht dat je lepra kon krijgen van aardappelen.	Durante o século XVIII, a batatas foram consideradas ilegais em Paris por quase 40 anos porque o parlamento francês erroneamente acreditava que transmitiam a lepra.																		1632380463105
ho_09/t_trivia2	Although crêpes are popular in Paris, they actually originated in Brittany. Crêpes were first brought to Paris in the 19th century, around 600 years after they were invented.	Trotz ihrer Beliebtheit in Paris stammen Crêpes in Wirklichkeit aus der Bretagne. Etwa 600 Jahre nach ihrer Erfindung fanden im 19. Jahrhundert die ersten Crêpes ihren Weg nach Paris.	Aunque los crêpes son muy populares en París, en realidad tienen su origen en Bretaña. Los crêpes llegaron a París en el siglo XIX, alrededor de 600 años después de ser inventados.	Même si les crêpes sont populaires à Paris, elles sont originaires de Bretagne. Les premières crêpes ont été dégustées à paris au 19e siècle, soit 600 ans après leur création.	Sebbene le crêpes siano diffusissime a Parigi, in realtà hanno avuto origine in Bretagna. Le prime crêpes arrivarono a Parigi nel XIX secolo, circa 600 anni dopo essere state inventate.	Hoewel crêpes mateloos populair zijn in Parijs, komen ze van oorsprong uit Bretagne. Crêpes werden in de negentiende eeuw geïntroduceerd in Parijs, ongeveer 600 jaar nadat ze waren uitgevonden.	Embora os crepes façam muito sucesso em Paris, na verdade são originários da Bretanha e foram trazidos para a capital francesa pela primeira vez no século XIX, quase 600 anos após sua criação. 																		1632380463105
ho_09/t_trivia3	The Grande Mosquée de Paris is the oldest mosque in mainland France. The mosque was built as a tribute to the Muslim soldiers from French colonies who died in battle during World War I.	Die Grande Mosquée de Paris ist die älteste Moschee auf dem französischen Festland. Die Moschee wurde zu Ehren der während des Ersten Weltkrieg gefallenen muslimischen Soldaten aus den französischen Kolonien erbaut.	La Gran Mezquita de París es la mezquita más antigua de la Francia continental. La mezquita se construyó como homenaje a los soldados musulmanes de las colonias francesas que murieron en batalla durante la Primera Guerra Mundial.	La Grande mosquée de Paris est la plus vieille mosquée de France. Le bâtiment a été conçu en hommage aux soldats musulmans des colonies françaises qui sont morts au combat lors de la Première Guerre mondiale.	La Grande Moschea di Parigi è la più antica moschea della Francia continentale. Venne costruita come tributo ai soldati mussulmani delle colonie francesi che morirono in battaglia durante la prima Guerra Mondiale.	De Grote Moskee van Parijs is de oudste moskee van Frankrijk. De moskee werd gebouwd als eerbetoon aan de moslimsoldaten uit Franse koloniën die zijn gesneuveld tijdens de Eerste Wereldoorlog.	A Grande Mesquita de Paris é a mesquita mais antiga da França continental. Foi construída em homenagem aos soldados muçulmanos das colônias francesas que morreram em combate durante a Primeira Guerra Mundial.																		1632380463105
ho_09/t_trivia4	During the Paris Commune, police headquarters had to be rebuilt on a former poultry market. Because of this, Parisian police are derisively nicknamed “poulet,” meaning “chickens.”	Während der Pariser Kommune musste das Polizei-Hauptquartier auf einem ehemaligen Geflügelmarkt neugebaut werden. Aus diesem Grund tragen die Pariser Polizisten den Spitznamen "poulet", was "Huhn" bedeutet.	Durante la Comuna de París, la jefatura de policía tuvo que reconstruirse para pasar a ser un antiguo mercado de pollos. A causa de esto, a la policía parisina se le puso el apodo de «poulet», que significa «pollo».	Lors de la Commune, le siège de la police a dû $être reconstruit sur un ancien marché de volailles. Ainsi, les membres de la police parisienne se sont vu affubler du surnom de « poulets ».	Durante La Comune di Parigi, i quartieri generali della polizia dovettero essere ricostruiti su un ex mercato del pollame. Pertanto la polizia parigina viene scherzosamente chiamata anche "poulet", ovvero "polli".	Tijdens de Paris Commune moest er een politiebureau worden gebouwd op een voormalige kippenmarkt. Daarom heeft de politie van Parijs de bijnaam ‘poulet’ gekregen, wat ‘kip’ betekent.	Durante a Comuna de Paris, a delegacia precisou ser reconstruída num antigo mercado de aves. Por isso, a polícia parisiense é ridiculamente apelidada de "poulet", que significa "galinhas".																		1632380463105
ho_09/t_trivia5	The Musée Curie in Paris is the same building where Marie Curie made her discoveries about radioactivity, and where her daughter made her discoveries about artificial radioactivity.	Das "Musée Curie" in Paris ist im gleichen Gebäude untergebracht, in dem Marie Curie zur Radioaktivität forschte und in dem ihre Tochter ihre Entdeckungen zur künstlichen Radioaktivität machte.	El Musée Curie de París se encuentra en el mismo edificio en el que Marie Curie hizo sus hallazgos sobre la radioactividad y donde su hija hizo sus descubrimientos sobre la radioactividad artificial.	Le musée Curie de Paris a été établi dans le bâtiment même où Marie Curie a réalisé ses découvertes sur la radioactivité et où sa fille a étudié la radioactivité artificielle.	Il Musée Curie di Parigi è lo stesso edificio in cui Marie Curie fece le sue scoperte sulla radioattività e dove sua figlia, insieme al marito, fece le sue sulla radioattività artificiale.	Het Musée Curie in Parijs bevindt zich in het gebouw waar Marie Curie haar ontdekkingen deed op het gebied van radioactiviteit, en waar haar dochter haar ontdekkingen deed op het gebied van kunstmatige radioactiviteit.	O Musée Curie de Paris é o local onde Marie Curie fez suas descobertas sobre radioatividade, e sua filha sobre a radioatividade artificial.																		1632380463105
ho_10/t_trivia1	There was once a thriving mushroom farming industry located in the Catacombs of Paris. The mushroom being farmed was the Agaricus bisporus, also known as the Paris mushroom.	Einst befand sich in den Katakomben von Paris eine blühende Pilzzuchtindustrie. Der dort gezüchtete Pilz war der Agaricus bisporus, auch bekannt als "champignon de Paris".	En su día, hubo una próspera industria de cultivo de hongos en las Catacumbas de París. El hongo que se cultivaba era el Agaricus bisporus, también conocido como champiñón de París.	Autrefois, les catacombes de Paris abritaient une industrie prospère de culture de champignons. Le champignon en question était l’Agaricus bisporus, aussi connu sous le nom de champignon de Paris.	Una volta c'era un'azienda di coltivazione di funghi situata nelle catacombe di Parigi. Il fungo che veniva coltivato lì era l'Agaricus bisporus, meglio noto in Italia come fungo champignon.	Er was vroeger een grote champignonindustrie waarbij champignons werden gekweekt in de catacomben van Parijs. Het ging hierbij om de Agaricus bisporus, ook wel de Parijse champignon genaamd.	Já houve uma próspera indústria de cultivo de cogumelos nas Catacumbas de Paris, onde se plantava o Agaricus bisporus, também conhecido como cogumelo de Paris.																		1632380463105
ho_10/t_trivia2	The Pont des Arts is a bridge in Paris that is one of the most famous examples of the tradition of love locks. However, this tradition actually began in a small town in Serbia, not in Paris.	Die Pont des Arts, eine Pariser Brücke, ist eins der berühmtesten Beispiele für die Tradition der Liebesschlösser. Diese begann allerdings in einer Kleinstadt in Serbien, nicht in Paris.	El Pont des Art de París es uno de los ejemplos más famosos de la tradición de los candados del amor. No obstante, esta tradición, en realidad, empezó en una pequeña ciudad de Serbia, no en París.	Le pont des Arts est l’un des plus célèbres exemples témoignant de la tradition des cadenas de l’amour. Toutefois, cette tradition a vu le jour dans une petite ville de Serbie, et non à Paris.	Il Pont des Arts è un ponte parigino fra i più famosi esempi della tradizione dei lucchetti dell'amore. Tuttavia, pare che tale tradizione cominciò in realtà in una cittadina serba, non a Parigi.	De Pont des Arts is een brug in Parijs en een van de beroemdste voorbeelden van de traditie met liefdessloten. Die traditie begon echter in een klein plaatsje in Servië en niet in Parijs.	Pont des Arts é a ponte de Paris de um dos mais famosos exemplos da tradição dos cadeados do amor, que na realidade começou numa pequena cidade na Sérvia e não na capital francesa.																		1632380463105
ho_10/t_trivia3	The Paris Metro is the fourth-oldest metro system in all of Europe. The Paris Metro officially opened to the public in the very least year of the 19th century.	Die Pariser Metro ist das viertälteste U-Bahn-System in ganz Europa. Die Pariser Metro wurde im letzten Jahr des 19. Jahrhunderts der Öffentlichkeit zugänglich gemacht.	El Metro de París es el cuarto sistema de metro más antiguo de Europa. El Metro de París abrió oficialmente al público el último año del siglo XIX.	Le métro parisien est le quatrième plus ancien système de transport ferroviaire du genre d’Europe. Il a ouvert ses portes au public la toute dernière année du 19e siècle.	La metropolitana di Parigi è la quarta rete metropolitana più antica di tutta Europa. Aprì ufficialmente al pubblico nell'ultimissimo anno del XIX secolo.	De metro van Parijs is het op drie na oudste metrosysteem van Europa. De metro van Parijs werd in het allerlaatste jaar van de negentiende eeuw officieel geopend voor publiek.	O Metrô de Paris é quarto sistema metropolitano mais antigo da Europa. Foi inaugurado oficialmente ao público no final do século XIX.																		1632380463105
ho_10/t_trivia4	During the Holocaust, the Grande Mosquée de Paris sheltered Jews and supplied them with Muslim identity certificates in order to protect them from the Gestapo.	Während des Zweiten Weltkrieges wurden Juden in der Grande Mosquée de Paris versteckt. Um sie vor der Gestapo zu schützen, wurden ihnen muslimische Identitätsnachweise gegeben.	Durante el Holocausto, la Gran Mezquita de París resguardó a los judíos y les proporcionó certificados de identidad musulmana para protegerles de la Gestapo.	Lors de l’Holocauste, la Grande mosquée de Paris a abrité des Juifs à qui elle fournissait des cartes d’identité musulmanes pour les protéger contre la Gestapo.	Durante l'olocausto, la Grande Moschea di Parigi offrì rifugio agli ebrei e provvide loro dei certificati di identità musulmani per proteggerli dalla Gestapo.	Tijdens de Holocaust verborg de Grote Moskee van Parijs joden en kregen ze identiteitsbewijzen waarop ze moslim waren om ze te beschermen tegen de Gestapo.	Durante o Holocausto, a Grande Mesquita de Paris acolheu judeus e forneceu certificados de identidade muçulmana para protegê-los da Gestapo.																		1632380463105
