Key	English(en)	DE	ES	FR	IT	NL	PT																		Last Edited
chap03_convo_04/AB46C4DD-4601761A-79684693-C5C9BBFB	Yeah, you can count on us! With food that good, it's a crime to let the hotel go unnoticed!	Du kannst dich auf uns verlassen! Bei so gutem Essen ist ein Verbrechen, dass das Hotel so unbekannt ist!	¡Sí, cuenta con nosotras! ¡Con una comida tan rica, es un pecado dejar que este hotel pase desapercibido!	Oui, comptez sur nous ! Avec une nourriture aussi savoureuse, cet hôtel devrait avoir une renommée bien plus grande !	Sì, puoi contare su di noi! Con un cibo tanto buono, è un crimine non far conoscere questo hotel!	Reken maar op ons. Het eten is zo lekker dat het jammer zou zijn als niemand naar het hotel gaat.	Isso mesmo, pode contar conosco! Com uma comida tão deliciosa, é um pecado deixar o hotel passar desapercebido!																		1632368238137
chap03_convo_04/067A24C0-421EB837-326608AF-34235621	Merci, both of you. I’ll head back now, so enjoy your sightseeing!	Merci, euch beiden. Ich werde jetzt wieder zurückgehen, viel Spaß beim Sightseeing!	Gracias, a las dos. Ahora tengo que volver al hotel. ¡Disfrutad de vuestra visita turística!	Merci à vous deux. Bien, je retourne travailler. Profitez bien de votre promenade !	Merci, a entrambe. Ora torno all'hotel, godetevi le attrazioni!	Merci, jullie allebei. Ik moet nu terug. Geniet van de stad!	Merci, às duas. Vou voltar agora, então divirtam-se passeando!																		1632368238137
chap03_convo_04/D673B0FA-4944A050-E2A1F4A9-40A7E37C	And don’t forget, your first article’s due in two days!	Und vergiss nicht, dass die Deadline für deinen ersten Artikel in zwei Tagen ist!	¡Y no olvidéis que la entrega del primer artículo es dentro de dos días!	Et n’oubliez pas que le premier article est attendu dans 2 jours !	E non dimenticate che la scadenza dell'articolo è fra due giorni!	Niet vergeten, je eerste artikel moet over twee dagen af zijn.	E lembre-se, precisa entregar seu primeiro artigo em dois dias!																		1632368238137
chap03_convo_04/E1792709-41CDCFD9-5576B7AB-FE62F732	So, anywhere you want to go, kiddo?	Nun, wohin willst du denn gehen?	Bueno, ¿algún lugar en especial al que quieras ir, hija?	Bon, par quoi tu veux commencer, ma chérie ?	Allora, dove vuoi andare, tesoro?	Waar wil je naartoe?	Então, aonde quer ir querida?																		1632368238137
chap03_convo_04/E3247B59-4B239DC8-4F8D43AE-CE84D101	I want to hang out in a cute little cafe. How about you, Mom?	Ich will in einem süßen, kleinen Café einfach Nichts tun. Und was ist mit dir, Mama?	Me gustaría parar un rato en una cafetería pintoresca. ¿Y tú?	J’aimerais bien me poser dans un petit café sympa. Et toi, maman ?	Voglio fare un salto in una bella caffetteria. Tu che dici, mamma?	Ik wil wat drinken in een snoezig cafeetje. En jij, mam?	Quero conhecer uma pequena cafeteria legal. E você, mamãe?																		1632368238137
chap03_convo_04/57D43FE8-4E3378B8-11FCCFA7-E9DAF399	Well, your dad and I used to talk about visiting the Place de la Concorde…Maybe there?	Dein Vater und ich hatten immer davon gesprochen, uns den Place de la Concorde anzusehen ... Also vielleicht dorthin?	Bueno, tu padre y yo solíamos hablar de visitar la Place de la Concorde... Así que quizás me gustaría ir ahí.	Eh bien, ton père et moi, on se disait souvent qu’un jour, on irait voir la place de Concorde... Donc je vais peut-être y aller ?	Beh, io e tuo padre parlavamo sempre di visitare Place de la Concorde... Magari ce n'è una lì?	Je vader en ik wilden altijd graag naar Place de la Concorde. Zullen we daar beginnen?	Bem, seu pai e eu falávamos em visitar a Praça da Concórdia... Pode ser?																		1632368238137
chap03_convo_04/217F7119-4A7E4EF3-EF4D28A1-630B4CFF	Then we can take a break in a cafe, and I’ll start writing my first draft.	Anschließend können wir in einem Café eine Pause einlegen und ich kann mit dem Entwurf für meinen Artikel beginnen.	Después podemos parar un rato a descansar en una cafetería, y yo empezaré a escribir el primer borrador.	Ensuite, on pourrait faire une pause dans un café et je commencerai à rédiger le brouillon de mon premier article.	Allora faremo una pausa in una caffetteria e poi metto giù la prima bozza.	Daarna pauzeren we even in een café en begin ik aan mijn eerste kladversie van het artikel.	Então, podemos passar numa cafeteria, e começo meu primeiro rascunho.																		1632368238137
chap03_convo_04/4A5C8994-4BA3FC20-6C7780A6-C67C4F25	Sounds good to me. Let’s get going, then!	Das klingt gut! Machen wir uns auf den Weg!	Me parece perfecto. ¿A qué estamos esperando?	C’est un bon plan. En route, alors !	Mi piace l'idea. In marcia, allora!	Klinkt goed. Laten we gaan.	Combinado. Vamos nessa!																		1632368238137
chap03_convo_05/B9C49D9D-4E3F8C2C-6E554F8C-EDDE0854	What a marvelous plaza! I mean, would you look at those fountains! And an Egyptian obelisk, too! This all feels so… so <b>regal</b>!	Was für ein atemberaubender Platz! Sieh dir nur diese Springbrunnen an! Und erst dieser ägyptische Obelisk! Das alles fühlt sich so ... so <b>königlich</b> an!	¡Qué plaza tan maravillosa! ¡Mira esas fuentes! ¡Y el obelisco egipcio! ¡Todo tiene un aspecto tan... <b>regio</b>!	Quel place magnifique ! Regarde toutes ces fontaines ! Et il y a même un obélisque égyptien ! Cet endroit est... <b>majestueux</b> !	Che piazza stupenda! Ehi, guarda che fontane! E c'è pure un obelisco egizio! Qui è tutto così... così <b>reale</b>!	Wat een prachtig plein. Moet je die fonteinen zijn. En een Egyptische obelisk! Alles voelt zo... <b>statig</b>.	Que praça belíssima! Olhando para essas fontes! E esse obelisco egípcio! Tudo parece tão... tão <b>majestoso</b>!																		1632368411857
chap03_convo_05/9B8B304E-4B8B3C8F-A66CD08D-94ACFE40	Speaking of royalty, I’m pretty sure Marie-Antoinette and King Louis XVI were executed here.	Wo wir über königlich reden, ich bin mir ziemlich sicher, dass Marie-Antoinette und König Ludwig XVI. hier hingerichtet wurden.	Hablando de realeza, estoy casi segura de que fue aquí donde ejecutaron a María Antonieta y al Rey Luís XVI.	À ce propos, je crois savoir que Marie-Antoinette et le roi Louis XVI ont été exécutés ici même.	A proposito di reali, sono sicurissima che l'esecuzione di Maria-Antonietta e del re Luigi XVI avvenne qui.	Over statig gesproken, volgens mij zijn Marie-Antoinette en koning Lodewijk XVI hier onthoofd.	Falando em realeza, tenho certeza de que Maria Antonieta e o Rei Luís XVI foram executados aqui.																		1632368411857
chap03_convo_05/7AE3BD1B-480A19D8-D5C0F7BD-5792413A	Yeesh, okay, mood-killer much? Anyway, I have enough photos now. Let’s take a break?	Herrje, du verstehst es aber, die Stimmung zu drücken! Ich habe jetzt eh genug Fotos. Machen wir eine Pause?	Qué manera de cortar el rollo... Bueno, ya tengo suficientes fotos. ¿Nos tomamos un descanso?	Merci d’avoir plombé l’ambiance ! Bon, j’ai assez de photos. On fait une petite pause ?	Ehm, OK, abbiamo pensieri assassini oggi, eh? Va beh, ho fatto qualche foto. Ci prendiamo una pausa?	Oké, je verpest het nu wel een beetje. Gelukkig heb ik al genoeg foto’s gemaakt. Zullen we even pauzeren?	Aiiii, tá bom, deprê demais? Enfim, já tirei muitas fotos. Vamos descansar?																		1632368411857
chap03_convo_05/3D8EA624-4D285873-9226718F-57D5C8FD	Yeah, that sounds great. I’m pooped from all that walking we just did!	Das hört sich gut an. Von all dem Herumlaufen bin ich ganz geschlaucht!	Sí, me parece genial. ¡Estoy agotada de todo lo que hemos caminado!	Oui, très bonne idée. Toute cette marche m’a exténuée.	Sì, benissimo. Sono sfinita con tutto il camminare che abbiamo fatto!	Ja, klinkt goed. Ik ben helemaal moe van al dat geslenter.	Ótima ideia. Estou exausta de tanto andar!																		1632368411857
chap03_convo_05/06FE0E72-48CC022E-326640B5-895D19DA	Haha, maybe that’s a sign to start exercising some more, kiddo. You know, I’ve been reading about pilates lately, maybe when we get back home you can...	Haha, vielleicht ist das ein Zeichen, dass du mehr Sport machen solltest! Ich habe neulich etwas über Pilates gelesen, wie wäre es, wenn wir zu Haus...	Ja ja ja. A lo mejor es una señal para empezar a hacer un poco más de ejercicio. Últimamente he leído alguna cosa sobre el pilates, ¿sabes? Tal vez, cuando volvamos a casa podrías...	C’est peut-être signe que tu devrais faire un peu plus d’exercice, ma fille. Tu sais, j’ai lu des articles sur le pilates, tu pourrais peut-être t’y mettre à notre retour...	Ah ah, forse è segno che devi iniziare a esercitarti di più, tesoro. Sai, ho letto qualche cosa sul pilates ultimamente, forse quando torniamo a casa potresti...	Haha, misschien is dat het teken dat je meer moet bewegen. Ik heb de laatste tijd veel over pilates gelezen, misschien kun je thuis...	Hahaha, acho que é um alerta para você se exercitar mais, querida. Sabe como é, tenho lido sobre pilates ultimamente, talvez ao voltar para casa você possa...																		1632368411857
chap03_convo_05/2DE1F73C-4DC55D11-32D6DCA1-04AFCF30	Oh, look, a cafe at the end of the road! Shouldn’t we be hurrying on over so you can get started on your draft, Mom? Let’s go go go!	Oh, sieh doch das Café dort! Da sollten wir eine Pause einlegen, damit du schnell mit deinem ersten Entwurf für den Artikel beginnen kannst. Los,Mama!	¡Oh, mira, hay una cafetería al final de la calle! Deberíamos estar corriendo hacia allá para que puedas empezar tu borrador, mamá. ¡Venga, deprisa, deprisa!	Regarde, un café, juste au coin de la rue ! Allons nous y installer pour que tu commences ton article, maman, OK ? Allez !	Oh, guarda, una caffetteria alla fine della strada! Non dovremmo affrettarci così puoi metterti a scrivere la prima bozza, mamma? Andiamo, dai, dai, dai!	Kijk, een café, aan het eind van de straat. Moeten we daar niet naartoe zodat je aan je kladversie kunt beginnen? Kom mee.	Ah, veja, uma cafeteria lá na frente! Não é melhor a gente se apressar para você começar seu rascunho, mamãe? Vamos logo!																		1632368411857
chap03_convo_05/E6999CC0-4DC5EBE6-E4E74197-97F940B0	Well, okay, I’ll drop it, but we’re gonna talk about this sooner or later, you know!	Okay, ich lass mich auf den Themenwechsel ein, aber früher oder später werden wir darüber reden!	Vale, vale, ya dejo el tema. Pero hablaremos de esto tarde o temprano. Lo sabes, ¿no?	Bon, je laisse tomber pour le moment, mais nous reparlerons de tout ça plus tard, fais-moi confiance !	Beh, OK, ci rinuncio, ma prima o poi ne parleremo, sappilo!	Oké, ik hou erover op, maar we moeten het er ooit een keer over hebben.	Tá bom, não falo mais nada, mas você sabe que uma hora teremos que retomar esse assunto!																		1632368411857
chap03_convo_06/2299A6A2-4F5F3835-1FBC769C-58212A80	This cafe sure was a lucky find! The coffee here is delicious!	Dieses Café ist ein Glücksgriff! Der Kaffee ist wirklich hervorragend!	¡Qué suerte haber encontrado esta cafetería! El café está delicioso.	Ce café est une jolie trouvaille ! Le café y est vraiment délicieux.	Questa caffetteria si è rivelata un'ottima scelta! Il caffè qui è buonissimo!	Dit café is echt een verborgen pareltje. Hun koffie is heerlijk.	Que sorte achar essa cafeteria! O café é delicioso!																		1632368411857
chap03_convo_06/311289FD-4AB5A56E-A65C80BC-6AC997A5	And the snacks are really good too! I still don’t know why you didn’t order any...	Und die Snacks sind auch wirklich lecker! Ich verstehe immer noch nicht, warum du nichts bestellt hast ...	¡Y la comida está muy buena también! Lo que no sé es por qué tú no has pedido nada...	Et les en-cas sont excellents aussi ! Je ne comprends pas pourquoi tu n’as rien commandé à manger...	E anche gli snack sono troppo buoni! Ancora non so perché non ne hai ordinato nessuno...	En ze hebben ook allerlei lekkers. Ik snap alleen niet waarom jij niks hoefde.	E os petiscos também são muito gostosos! Ainda não entendi por que não pediu nenhum...																		1632368411857
chap03_convo_06/5763425A-4FD0AC77-81C87DA1-A86DFB14	I’m still stuffed from Tayo’s lunch. The Hôtel Hospitalité sure knows how to take care of its guests!	Ich bin immer noch von Tayos Mittagessen satt. Das Hôtel Hospitalité versteht es, für seine Gäste zu sorgen!	Todavía estoy llena por la comida de Tayo. ¡En el Hôtel Hospitalité saben cuidar muy bien de sus clientes!	J’ai assez mangé au restaurant de Tayo. L’hôtel Hospitalité sait vraiment soigner ses clients !	Sono ancora piena del pranzo di Tayo. L'Hôtel Hospitalité di certo sa come coccolare i propri ospiti!	Ik zit nog vol van Tayo’s lunch. Het Hôtel Hospitalité zorgt goed voor zijn gasten.	Ainda tô digerindo o almoço do Tayo. O Hôtel Hospitalité sabe mesmo como cuidar dos hóspedes!																		1632368411857
chap03_convo_06/39BB28C8-4FE01E51-65A9B7BE-8F998D4A	But anyway, I’m done writing, so I’m ready to head back. I’ll just get my credit card and we’ll… uh oh...	Auf jeden Fall bin ich mit dem Schreiben fertig, wir können also zurückgehen. Ich werde schnell mit meiner Kreditkarte ... ach herrje ...	Bueno, ya he terminado de escribir. Ya estoy lista para volver. Voy a coger mi tarjeta de crédito y podremos... Oh, oh...	Enfin bref, j’ai terminé mon article et je suis prête à rentrer. Laisse-moi juste sortir ma carte de crédit pour payer et on... oh oh...	Va beh, comunque io ho finito di scrivere e sono pronta per tornare. Ora prendo la carta di credito e... oh-oh...	Trouwens, ik ben klaar met schrijven, dus we kunnen terug. Ik pak mijn creditcard wel om... O, jee.	Mas enfim, acabei de escrever, então podemos voltar. Só vou pegar meu cartão de crédito e vamos... essa não...																		1632368411857
chap03_convo_06/A4D4DE00-46CE9010-E46DFC8E-62FFA828	That doesn’t sound good.	Das hört sich nicht gut an.	Qué mal ha sonado eso.	Ça ne me dit rien qui vaille.	Cosa c'è?	Dat klinkt niet goed.	Isso não parece nada bom.																		1632368411857
chap03_convo_06/C4A94F43-41D97FF9-420F068B-DEBEBF34	I think I left my credit card at the hotel, and I, uh, used the last of my change on that novelty mug I bought…	Ich habe, glaube ich, meine Kreditkarte im Hotel vergessen. Und mein letztes Bargeld habe ich für diesen Becher ausgegeben ...	Creo que me he dejado la tarjeta de crédito en el hotel y, eh..., he gastado el efectivo que me quedaba en esa taza que me he comprado...	Je crois que j’ai oublié ma carte de crédit à l’hôtel et j’ai dépensé mes dernières espèces pour acheter ce super mug...	Credo di avere lasciato la carta di credito in hotel e, ehm, ho usato gli ultimi spiccioli che avevo per comprare quella tazza nuova...	Ik denk dat mijn creditcard nog in het hotel ligt en ik heb mijn laatste geld gebruikt om die beker te kopen...	Acho que esqueci o cartão de crédito no hotel, e gastei meus últimos trocados naquela caneca que comprei...																		1632368411857
chap03_convo_06/F2EEC700-4AA57940-1EDF5D88-25FD66FE	Oh no! What are we going to do?	Oh nein! Was sollen wir jetzt tun?	¡Oh, no! ¿Qué vamos a hacer?	Oh non ! Qu'est-ce qu'on va faire ?	Oh no! E ora che facciamo?	O, nee! En nu?	Essa não! O que vamos fazer?																		1632368411857
chap03_convo_06/4F4DE2DE-43976252-CC1AEE8E-E0A0791E	It’s like one of those movies where the ugly Americans are lost with no money and end up in a foreign prison!	Ich komme mir vor, wie in einem der Filme, in dem die dummen Amerikaner völlig mittellos in einem ausländischen Gefängnis landen!	¡Es como una de esas películas malas en la que los protagonistas se pierden sin nada de dinero y acaban en una cárcel extranjera!	On dirait l’un de ces films où des Américains sont perdus, sans argent, et qu’ils finissent jetés en prison !	Mi sembra di essere in uno di quei film dove dei brutti americani si ritrovano senza un soldo e finiscono sbattuti in una prigione straniera!	Het is net zo’n film waarin de lelijke Amerikanen zonder geld komen te zitten en worden opgesloten in een buitenlandse gevangenis.	É como nos filmes em que americanos idiotas se perdem sem dinheiro e terminam numa prisão estrangeira!																		1632368411857
chap03_convo_06/FEECE5BB-434CBCCD-CFC14ABF-1DF53D7C	It’s not that bad, mom! But... What <b>are</b> we going to do?	So schlimm ist es auch nicht, Mama! Aber ... Was <b>sollen</b> wir denn jetzt tun?	¡Tampoco te pases, mamá! Pero.. ¿Qué <b>vamos</b> a hacer?	Ce n’est pas si grave que ça, maman ! Mais... Qu’est-ce qu’on va faire, <b>sérieusement</b> ?	Non essere tragica, mamma! Però... ora che cosa <b>facciamo</b>?	Niet overdrijven, mam. Maar... <b>wat</b> gaan we precies doen?	Não é tão ruim assim, mãe! Mas... O que <b>vamos</b> fazer?																		1632368411857
chap03_convo_06/08AC23FC-457A0B92-57F81FAD-9B0C0E57	It seems you two ladies are in a bit of a bind. Maybe I can help?	Anscheinend stecken die beiden Damen etwas in Schwierigkeiten. Vielleicht kann ich ja helfen?	Señoras, me parece que estáis en un pequeño aprieto. ¿Puedo ayudaros?	Vous semblez être dans le pétrin, mesdemoiselles. Je peux vous aider ?	Sembra che voi signore siate in un pasticcio. Posso aiutarvi?	Ik zie dat jullie dames in de nesten zitten. Misschien kan ik helpen?	Pelo visto, as senhoritas estão em apuros. Talvez eu possa ajudar?																		1632368411857
chap03_convo_06/6ACD591F-4DF27520-7B7902A0-EE96F80C	I'm sorry, what?	Bitte was?	Disculpe, ¿qué?	Euh, pardon ?	Come, prego?	Sorry, wat?	Desculpe, como é que é?																		1632368411857
chap03_convo_06/B7FAD78D-4673DF88-782A19A4-7FD78EA2	I can help settle your bill. It’s no problem.	Ich kann gerne eure Rechnung bezahlen. Das ist gar kein Problem.	Puedo pagaros la cuenta. No me importa.	Je peux vous aider à régler votre dette. Sans problème.	Posso aiutarvi a pagare il conto. Non è un problema.	Ik kan jullie helpen met de rekening. Dat is geen probleem.	Posso pagar sua conta numa boa.																		1632368411857
chap03_convo_06/29C1110F-4798AB27-E2772B8F-7A98D3E1	O-Oh no, we couldn’t possibly have a stranger pay for our food…	O-Oh nein! Wir können unmöglich zulassen, dass eine Fremde für uns bezahlt ...	Oh, no. No podemos dejar que una desconocida nos pague la cuenta...	Oh non, nous ne pouvons pas laisser une inconnue payer nos consommations...	O-Oh, no, non possiamo permettere che un estraneo paghi il nostro conto...	O, nee. We willen niet dat een vreemde voor ons betaalt...	N-não precisa, não podemos aceitar que uma desconhecida pague nossa despesa...																		1632368411857
chap03_convo_06/0EF97130-44A591D3-90BC0598-71798F7C	Tut-tut! Please, I insist.	Dz-dz! Bitte, ich bestehe darauf.	Por favor, insisto.	Tut tut tut. J’insiste.	Suvvia, insisto.	Ik sta erop.	Ora! Por favor, eu insisto.																		1632368411857
chap03_convo_06/7C4B9B36-4DF6B753-90A3E188-2F63B541	Sorry, could you give us one second…	Entschuldigung, könnten Sie uns einen Moment geben?	Disculpe, ¿podría dejarnos un segundo...?	Désolée, vous pouvez nous accorder une petite minute ?	Ci può scusare un secondo...	Sorry, een momentje.	Desculpe, pode nos dar licença...																		1632368411857
chap03_convo_06/35E63191-4565159B-2F791187-F2007AC1	What do we do? She seems nice and all, but...	Was machen wir jetzt? Sie scheint zwar nett zu sein, aber ...	¿Qué hacemos? Parece bastante amable, pero...	Qu’est-ce qu’on fait ? Elle a l’air gentille, mais...	Cosa facciamo? Sembra gentile e tutto, ma...	Wat doen we nu? Ze komt aardig over, maar...	O que faremos? Ela parece legal, mas...																		1632368411857
chap03_convo_06/B0EDB686-4EF99E70-58BA38AB-F8CA13F6	Let’s just let her pay for us, Mom. It’s kinda suspicious, but I don’t think it’s a scam...	Lass sie doch einfach für uns bezahlen, Mama. Es ist etwas verdächtig, aber ich halte es nicht für einen Betrug ...	Dejemos que pague, mamá. Es bastante raro, pero no creo que se trate de un timo...	Laisse-la payer pour nous, maman. C’est assez bizarre, mais je ne pense pas que ce soit une arnaque...	Lasciamo che paghi lei per noi, mamma. È una cosa un po' sospetta, ma non credo sia una truffa...	Laat haar maar voor ons betalen, mam. Het lijkt verdacht, maar volgens mij is ze geen oplichter.	Deixa ela pagar a conta, mamãe. É meio suspeito, mas não creio que seja um golpe...																		1632368411857
chap03_convo_06/EE63B176-42F27039-012B708A-A509ECF2	Oh, alright… It’s still sketchy to me, but I trust you!	Oh, also gut ... Es kommt mir immer noch etwas verdächtig vor, aber ich vertraue dir!	Oh, está bien... Sigue sin convencerme del todo, ¡pero confiaré en ti!	Bon, comme tu veux... Je trouve ça un peu suspect, mais je te fais confiance !	Ah, va bene... mi sembra tutto molto strano, però mi fido di te!	Goed dan. Ik vind het allemaal maar raar, maar ik vertrouw je.	Tudo bem... ainda acho arriscado, mas confio em você!																		1632368411857
chap03_convo_06/969C04D2-4CB7678E-945E5880-0F90BD74	Are you sure? It’s no problem?	Sind Sie sicher? Das ist kein Problem?	¿Está segura? ¿No hay problema?	Vous êtes sûre ? Ça ne vous pose pas de problème ?	Sicura che non sia un problema?	Weet je het zeker? Is het geen probleem?	Tem certeza? Tudo bem?																		1632368411857
chap03_convo_06/7C414F50-4A3C52CB-5ECE6381-B5963B18	None at all!	In keinster Weise?	¡Ninguno en absoluto!	Absolument aucun !	Nient’affatto!	Zeker weten.	De boa!																		1632368411857
chap03_convo_06/90EF2766-4C46DEDD-88636E9D-C928C59C	Then, yes. It would be a huge help.	Dann gerne. Es wäre eine große Hilfe.	Vale, bien. Nos sería de gran ayuda.	Dans ce cas, nous acceptons votre aide avec grand plaisir.	Allora, sì, sarebbe di grande aiuto.	Dan zou het enorm fijn zijn.	Então tá. Seria de grande ajuda.																		1632368411857
chap03_convo_06/259A3D37-42CA5F8F-EB96BEB8-EBAE54E4	I’m Kate Robinson, by the way. And this is my daughter, Nicole.	Mein Name ist übrigens Kate Robinson. Und das ist meine Tochter Nicole.	Me llamo Kate Robinson, por cierto. Y esta es mi hija, Nicole.	Je m’appelle Kate Robinson, au fait. Et voici ma fille Nicole.	A proposito, io sono Kate Robinson. E questa è mia figlia Nicole.	Ik ben trouwens Kate Robinson en dit is mijn dochter Nicole.	A propósito, meu nome é Kate Robinson, e essa é a minha filha, Nicole.																		1632368411857
chap03_convo_06/5E8D3C6D-49A9B879-64238C89-3264DB9B	Ooh la la! Such beautiful names.	Oh la la! Solch wunderschöne Namen.	¡Oh, la la! Qué nombres tan bonitos.	Oh la la ! Voilà de très jolis prénoms.	Ooh la la! Che nomi bellissimi.	Ooh la la! Wat een mooie namen.	Ooh la la! Que nomes lindos.																		1632368411857
chap03_convo_06/90DF4CD5-4F06C86D-5C3EC4B5-2CE1F2E6	I am Stella DuBois. Charmed to meet you two.	Ich heiße Stella DuBois. Hocherfreut, euch kennenzulernen.	Yo soy Stella DuBois. Encantada de conoceros.	Je suis Stella Dubois. Ravie de faire votre connaissance.	Stella DuBois. Incantata di conoscervi entrambe.	Ik ben Stella DuBois. Aangenaam.	Sou Stella DuBois. Encantada em conhecê-las.																		1632368411857
chap03_convo_06/135589E4-4CF3C8D6-BECAB6B6-5BB4C8BD	By the way, I couldn't help but overhear that you’re writing articles for the Hôtel Hospitalité?	Ihr müsst entschuldigen, aber ich habe gehört, dass ihr Artikel über das Hôtel Hospitalité schreibt?	Por cierto, no he podido evitar escuchar que estás escribiendo unos artículos para el Hôtel Hospitalité.	Excusez-moi, mais je n’ai pas pu m’empêcher d’entendre que vous écriviez des articles pour l’hôtel Hospitalité ?	A proposito, non ho potuto non sentire che lei scrive articoli per l'Hôtel Hospitalité, giusto?	Ik hoorde je trouwens zeggen dat je artikelen schrijft voor Hôtel Hospitalité?	A propósito, não pude evitar ouvir que está escrevendo artigos para o Hôtel Hospitalité?																		1632368411857
chap03_convo_06/4013A346-47C646A8-89F289A4-50513E4C	In fact we are!	Das stimmt!	¡Sí, así es!	Absolument !	Esatto!	Dat klopt.	Isso mesmo!																		1632368411857
chap03_convo_06/CD40213A-46809A14-E3765FA1-8E5F44A5	If you’d allow me, I’d love to  show you some of the best spots around Paris.	Wenn ihr es mir gestattet, dann würde ich euch gerne die absoluten Highlights von Paris zeigen.	Si me lo permitís, me encantaría enseñaros algunos de los mejores lugares de París.	Me permettriez-vous de vous montrer les meilleurs coins de Paris ?	Se me lo consente, vorrei mostrarvi alcuni dei luoghi più belli di Parigi.	Ik zou jullie graag de beste plekken van Parijs willen laten zien.	Se me permite, adoraria mostrar alguns dos melhores lugares de Paris.																		1632368411857
chap03_convo_06/B10779F1-49E892A4-4E2D2BBE-E7359369	Really? That’s too kind... Are you sure you have the time?	Wirklich? Das wäre zu freundlich ... Bist du sicher, dass du dafür Zeit hast?	¿En serio? Qué amable... ¿Seguro que le viene bien?	Vraiment ? C’est très gentil... Vous êtes sûre d’avoir le temps ?	Davvero? Ma che gentile... Sicura che non le rubiamo del tempo?	Echt? Wat aardig... Heb je daar wel tijd voor?	Sério? Que gentil... Tem certeza de que não vai te atrapalhar?																		1632368411857
chap03_convo_06/2B557DF0-4FAC420A-046DEF89-24077B9B	Of course, I am old and retired. I have nothing but time... It would be my absolute pleasure!	Nachtürlich, ich bin alt und in Rente. Wenn ich alles so viel wie Zeit hätte ... Es wäre mir ein Vergnügen!	Claro, estoy jubilada. Si hay algo que tengo de sobra es tiempo libre... ¡Sería un absoluto placer!	Bien sûr, je suis vieille et retraitée. J’ai tout le temps du monde... Et ça me ferait extrêmement plaisir !	Certo, sono anziana e in pensione. Non ho altro che il tempo... per me sarebbe un vero piacere!	Natuurlijk. Ik ben al met pensioen. Ik heb zeeën aan tijd. Ik doe het graag.	Claro, sou velha e aposentada. Tenho tempo de sobra... será um grande prazer para mim!																		1632368411857
chap03_convo_06/AF4BB36A-4B925BF4-683CE6AA-80E6E4FF	In that case, yes. It would be wonderful.	Wenn das so ist, dann nehmen wir das Angebot gerne an. Es wäre wunderbar.	En ese caso, genial. Sería fantástico.	Dans ce cas, volontiers ! Ce serait magnifique.	In tal caso, OK, sarebbe magnifico.	In dat geval: graag!	Nesse caso, tudo bem. Seria maravilhoso.																		1632368411857
chap03_convo_06/228C9A2B-4A9AA1D9-7D16FB94-5228F32F	Let’s exchange numbers, then, and I’ll be seeing the two of you soon!	Tauschen wir Nummern aus und dann sehen wir uns schon bald wieder!	Vamos a intercambiar nuestros números de teléfono, entonces. Para estar en contacto.	Échangeons nos numéros, dans ce cas, et nous nous reverrons très bientôt !	Scambiamoci il numero di telefono, allora, così ci vediamo dopo!	Laten we nummers uitwisselen. Hopelijk zie ik jullie snel weer.	Vamos trocar números de telefones, depois nos encontremos em breve!																		1632368411857
chap03_convo_06/D4AAAF81-4F48CFA2-3FF4C08A-467F82C6	Yes, that sounds great. Thank you so, so much again!	Ja, das hört sich gut an! Und noch mal vielen, vielen Dank!	Sí, suena genial. ¡Muchas gracias de nuevo!	Très bonne idée. Merci mille fois !	Sì, mi sembra ottimo. Grazie, grazie mille ancora!	Dat klinkt goed. Opnieuw bedankt!	Parece ótimo. Agradeço novamente!																		1632368411857
chap04_convo_01/EF880DFB-4AE9CBEF-B67BD498-088DD0C9	Alright, let’s make a plan for what we’re going to write!	Also gut, machen wir einen Plan, worüber wir in unserem Artikel schreiben.	¡Muy bien, planeemos sobre qué vamos a escribir!	Bien, maintenant, décidons du contenu de notre article !	Bene, mettiamo giù un piano su ciò che dovremo scrivere!	Oké, we moeten bedenken wat we gaan schrijven.	Tudo bem, vamos planejar sobre o que escrever!																		1632368612828
chap04_convo_01/05EB86F7-422D03D7-5761068B-ECD6F1BA	We should probably split up, huh? Since Paris is so huge and all.	Wir sollten uns wohl aufteilen, was? Schließlich ist Paris so riesig.	Tal vez deberíamos separarnos, ¿no? París es enorme.	On devrait peut-être se séparer, non ? Paris est une ville immense.	Forse dovremmo dividerci, eh? Parigi è veramente enorme.	Misschien moeten we uit elkaar? Parijs is zo groot...	Talvez seja melhor a gente se separar, hein? Já que Paris é enorme.																		1632368612828
chap04_convo_01/3DE2E1FC-429423AE-CAA7EB99-2071BBC7	You’re probably right...	Da hast du wahrscheinlich recht ...	Sí, puede que tengas razón...	Tu as probablement raison...	Probabilmente ha ragione...	Misschien wel...	Talvez tenha razão...																		1632368612828
chap04_convo_01/3C1991D2-4B053824-87E3779B-821F32A4	By the way, did I tell you that Marcus wrote me back, and wants to meet up today?	Hatte ich dir übrigens erzählt, dass Marcus mir zurückgeschrieben hatte? Er will sich heute treffen.	Por cierto, ¿te he contado que Marcus me ha respondido y que quiere que nos veamos hoy?	Au fait, est-ce que je t’ai dit que Marcus m’avait répondu ? Il veut qu’on se voie aujourd’hui.	A proposito, ti ho detto che Marcus mi ha risposto e vuole che ci troviamo oggi?	Trouwens, had ik al verteld dat Marcus had gereageerd en vandaag wil afspreken?	A propósito, comentei que Marcus me escreveu de volta, e quer me encontrar hoje?																		1632368612828
